   1.3112952e+00  -9.3399107e-01
   1.4083846e+00   1.7267710e+00
   9.7579413e-01   1.3794301e+00
   3.4442043e+00   1.1328731e+00
   1.9513722e+00   5.5913198e-01
   2.4466518e+00   1.7411989e+00
   2.1820562e+00   3.3168180e+00
   2.9317957e+00   1.0840003e+00
   3.6275232e+00  -6.1198404e-02
   3.1562472e+00  -2.3030904e-01
   4.6745792e+00   2.3562570e-01
   5.2658161e+00   3.0879981e+00
   4.1228490e+00   2.0120303e+00
   5.0684440e+00  -2.7612292e-01
   2.1135988e+00   2.0709045e+00
   4.3951651e+00   3.2189832e+00
   4.2693716e+00   3.5365508e+00
   5.1651722e+00   3.8030117e+00
   6.1513742e+00   1.9400971e+00
   4.1742000e+00   2.6154349e+00
   8.2822603e-01   1.9200846e+00
   1.7114315e+00   4.0382574e+00
   2.1609556e+00   2.9426849e+00
   3.0306647e+00   1.0279457e+00
   5.3287691e-01   2.1861699e+00
  -2.3032559e-01   2.6923953e+00
   1.1208866e+00   3.5978153e+00
   1.7046219e+00   2.0883349e+00
   9.9481012e-01   9.2452653e-01
   1.3519021e+00   1.6012098e+00
   8.3938747e-01   2.8209158e-01
   1.3441847e+00  -1.3593756e+00
   1.6697109e+00   1.9255723e+00
   1.8084349e+00   9.1374909e-01
   1.7814874e+00   9.8789137e-01
   2.3537031e+00   4.2366273e+00
  -3.6723372e-02   4.2248536e+00
   4.1725867e-01   5.5113080e+00
   4.6933713e+00   4.2843527e+00
   5.3767893e+00   1.7638711e+00
   2.5208642e+00   2.9658663e+00
   6.1152218e-01   2.2989397e-01
   2.3326618e+00   3.3250963e+00
   1.6021600e+00   2.8387717e+00
   2.5927887e+00   3.2400888e+00
   4.0883735e+00   4.7686992e+00
   2.6640427e+00   3.4635326e+00
   5.6216923e+00   3.9408316e+00
   1.9392320e+00   5.7639273e+00
  -7.0462371e-01   1.4993743e+00
  -3.2719239e-01   3.0381550e+00
   1.3678794e+00   4.6048782e+00
   1.1244425e+00   4.9532433e+00
   5.9988985e-01   3.6201204e+00
  -1.5971357e-01   3.7927368e+00
  -8.2723149e-01   2.8195556e+00
   1.6478231e+00   3.9040235e+00
  -1.4186633e+00   3.3550447e+00
   1.9009382e+00   5.0504642e+00
   2.2787170e+00   6.4382029e+00
   2.7983041e+00   6.7753534e+00
   1.2120831e+00   5.9638037e+00
   2.3330325e+00   4.6683811e+00
  -6.2918007e-02   7.8203814e+00
   1.4775581e+00   7.0877529e+00
   9.7992186e-01   6.9645439e+00
   5.1771422e-01   8.2714530e+00
   9.5930925e-01   8.8853947e+00
   2.9764569e+00   4.5373340e+00
   1.1422589e+00   5.2295213e+00
   1.8818426e+00   5.1233711e+00
   2.8701514e+00   7.1088999e+00
   1.2625456e+00   4.4910142e+00
  -5.6018907e-01   7.1614938e+00
  -1.5542569e+00   5.1264174e+00
   2.7990454e+00   6.3078809e+00
   1.4141740e+00   3.8405258e+00
   8.0631189e-01   5.2843431e+00
  -1.0463802e-01   6.5611688e+00
  -1.2784787e+00   2.9344146e+00
  -3.0776666e-01   3.8770378e+00
  -6.8359048e-01   4.8297659e+00
  -8.7097453e-01   4.4704995e+00
   4.1536698e+00   5.4948860e-01
   3.2125827e+00   4.0928670e+00
   1.9431711e-01  -4.0668537e-01
  -3.0272652e+00   2.1632829e+00
   3.1285434e+00   3.3213534e+00
   3.6664768e+00   5.5442838e+00
   3.7193778e+00   5.8110917e+00
   4.0129502e+00   6.6277556e+00
   1.5399223e+00   5.1718945e+00
  -1.1861791e+00   7.1999187e-01
   2.7919199e+00   1.5832850e+00
   3.5414414e-01   4.7649769e+00
   4.4208556e+00   5.8277144e+00
   1.0127834e+00   3.3739175e+00
   1.5115210e+00   2.5060596e+00
  -1.5954133e+00   2.2341724e+00
